Player,Nation,Pos,Team,League,Age,Height,Weight,Overall,Potential,TotalStats,BaseStats,BestPosition,ValueEUR,WageEUR,ClubNumber,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
Jonas Hector,GER,MF,Köln,Bundesliga,29.0,185,75,77,77,2015,429,CDM,7500000,26000,14.0,Left,3,4,3,Medium,Medium,69,60,74,75,77,74,78,55,68,76,51,74,65,65,72,78,72,67,68,78,68,69,66,78,75,61,70,78,59,72,65,75,77,78,77
Jonathan Calleri,ARG,FW,Espanyol,La Liga,25.0,181,72,74,75,1883,395,ST,6500000,28000,16.0,Right,1,2,4,High,Medium,66,74,62,74,47,72,56,74,78,67,71,73,62,38,59,74,65,67,71,78,76,78,81,73,71,71,69,37,80,67,76,74,55,39,32
Jonathan Schmid,FRA,DF,Freiburg,Bundesliga,29.0,180,80,77,77,2077,438,RB,7000000,24000,7.0,Right,2,3,3,High,Medium,79,64,74,77,69,75,80,58,58,74,63,77,85,87,66,76,77,81,77,76,79,75,65,77,74,66,77,72,70,69,62,72,68,69,72
Jonathan Silva,ARG,DF,Leganés,La Liga,25.0,178,72,75,78,1988,418,LWB,7000000,12000,5.0,Left,1,3,3,High,Medium,73,60,68,72,71,74,73,48,55,70,62,72,71,70,63,73,75,71,72,72,70,79,68,78,70,69,82,70,66,60,55,67,74,73,74
Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,27.0,184,80,77,77,2041,420,CM,9000000,42000,8.0,Right,2,3,3,Low,Low,58,73,79,73,62,75,73,66,67,82,66,73,69,73,84,77,58,58,62,73,65,85,64,77,71,81,84,62,70,82,71,78,60,63,61
Jonjoe Kenny,ENG,DF,Schalke 04,Bundesliga,22.0,176,67,76,83,1936,402,RB,9500000,52000,2.0,Right,1,3,3,High,Medium,71,49,67,71,74,70,72,30,64,73,51,70,61,49,67,73,76,67,68,75,73,75,74,78,63,62,78,77,64,55,53,65,71,77,77
Jonny Castro,ESP,DF,Wolves,Premier League,25.0,181,75,73,73,1997,423,CM,3000000,12000,25.0,Right,1,2,3,High,Medium,67,71,71,74,64,76,66,64,55,74,62,74,71,55,72,75,68,66,76,70,71,84,67,76,77,76,76,69,70,74,63,69,63,66,61
Jonny Evans,NIR,DF,Leicester City,Premier League,31.0,188,77,80,80,1717,361,CB,9500000,80000,6.0,Right,2,4,2,Medium,High,57,32,61,54,82,75,52,28,78,74,46,42,34,37,65,71,55,58,46,81,57,42,80,64,78,24,79,82,30,57,44,78,83,81,82
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,27.0,182,81,77,77,1987,422,ST,9000000,59000,9.0,Right,2,3,4,Medium,Medium,77,76,71,79,45,74,71,78,75,74,73,81,75,69,60,78,75,78,78,76,75,76,71,77,74,74,69,40,76,72,74,70,36,52,35
Jordan Henderson,ENG,MF,Liverpool,Premier League,29.0,182,80,86,86,2220,465,CDM,36500000,140000,14.0,Right,2,3,3,High,High,65,74,84,79,81,82,82,73,65,86,71,78,80,74,87,84,66,65,69,86,68,77,78,91,78,75,84,85,78,83,64,82,84,83,77
Jordan Veretout,FRA,MF,Roma,Serie A,26.0,177,67,79,81,2148,443,CM,13500000,500,17.0,Right,1,3,3,Medium,Medium,63,74,81,78,74,73,77,69,64,85,72,77,74,78,80,82,64,63,74,79,78,78,71,77,70,77,76,77,73,79,84,82,73,76,74
Jordi Alba,ESP,DF,Barcelona,La Liga,30.0,170,68,86,86,2224,471,LB,32000000,220000,18.0,Left,3,3,3,High,Medium,88,69,81,83,78,72,85,73,70,84,60,81,80,63,79,84,88,88,90,82,85,64,80,88,61,66,76,81,83,78,59,80,74,80,82
Jorge Miramón,ESP,DF,Levante,La Liga,30.0,175,74,76,76,1977,420,RB,5500000,21000,20.0,Right,1,3,3,High,Medium,73,58,74,69,72,74,79,58,68,74,54,67,69,59,72,72,72,74,71,68,72,61,58,88,74,53,59,71,65,74,63,66,71,75,73
Jorge Molina,ESP,FW,Getafe,La Liga,37.0,188,72,78,78,1780,370,ST,3700000,24000,23.0,Right,1,4,3,Medium,Medium,36,82,67,70,42,73,49,84,83,80,81,73,62,59,57,79,33,39,33,85,36,80,46,43,89,79,77,41,87,74,80,81,45,32,19
Jorginho,ITA,MF,Chelsea,Premier League,27.0,180,68,83,83,2111,429,CM,25500000,125000,5.0,Right,2,3,3,Medium,Medium,55,65,84,80,72,73,75,60,56,89,71,79,75,76,88,85,61,50,77,81,72,71,58,85,66,62,79,78,68,87,91,81,64,80,71
Joseba Zaldúa,ESP,DF,Real Sociedad,La Liga,27.0,176,69,79,79,1828,390,RB,11000000,32000,2.0,Right,1,3,2,Medium,Medium,69,34,67,66,78,76,77,25,77,78,23,60,62,41,58,73,69,69,63,76,73,48,81,79,71,40,82,77,49,50,32,67,78,80,79
Joselu,ESP,FW,Alavés,La Liga,29.0,192,80,76,76,1795,372,ST,7500000,26000,9.0,Right,1,3,3,Medium,Medium,56,77,67,71,30,71,58,80,81,74,74,72,73,62,58,76,58,54,61,77,40,78,76,65,76,71,63,25,79,68,74,66,23,27,20
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,23.0,180,80,74,80,1544,345,CB,7000000,16000,18.0,Right,1,2,2,Medium,High,75,25,40,45,73,87,29,18,76,59,21,35,24,28,42,48,72,77,62,65,71,40,85,77,91,23,88,71,25,23,31,63,70,76,72
Josh Sargent,USA,FW,Werder Bremen,Bundesliga,19.0,185,79,69,82,1756,379,ST,2000000,10000,19.0,Right,1,4,3,High,Medium,79,68,59,69,38,66,54,72,64,65,62,68,62,56,51,69,78,79,76,69,68,69,64,73,64,61,64,43,70,59,57,67,30,35,33
Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,24.0,176,73,88,90,2269,473,CDM,65000000,145000,6.0,Right,3,4,3,High,Medium,71,72,86,84,81,79,91,66,72,87,67,83,85,61,86,85,77,66,84,88,84,78,79,95,67,84,89,82,80,84,44,85,82,84,79
Joshua King,NOR,FW,Bournemouth,Premier League,27.0,184,82,77,77,1962,424,CF,9000000,19000,27.0,Right,1,3,4,Medium,Medium,87,77,68,78,38,76,65,77,68,73,73,79,70,53,62,78,84,90,74,77,74,78,72,76,77,76,73,34,77,71,81,77,33,39,27
Josip Brekalo,CRO,MF,Wolfsburg,Bundesliga,21.0,175,70,76,83,1818,387,CAM,11000000,35000,7.0,Right,1,4,4,Medium,Medium,77,69,70,83,36,52,74,65,45,74,62,85,72,60,59,80,86,69,87,75,83,75,63,66,49,75,38,30,69,69,59,68,43,28,37
Josip Iličić,SVN,FW,Atalanta,Serie A,31.0,190,79,84,84,2046,436,CAM,25000000,92000,72.0,Left,3,4,4,Medium,Medium,70,86,84,85,43,68,82,85,58,86,83,88,85,85,74,88,71,69,71,84,66,88,34,69,74,89,58,46,85,87,78,80,53,32,26
José Callejón,ESP,FW,Napoli,Serie A,32.0,182,69,62,73,1650,352,CAM,500000,4000,32.0,Left,1,3,2,Medium,Medium,59,54,63,62,59,55,51,54,59,71,44,63,47,52,70,65,55,63,51,55,66,58,53,42,58,55,63,54,51,64,49,47,57,60,68
José Campaña,ESP,MF,Levante,La Liga,26.0,179,70,80,81,2090,440,CM,16500000,31000,24.0,Right,1,3,4,Medium,Medium,63,73,82,80,70,72,77,73,65,84,64,80,82,78,81,84,65,62,68,78,75,75,61,82,71,76,63,72,73,85,69,83,72,71,62
José Luis Palomino,ARG,DF,Atalanta,Serie A,29.0,188,87,76,76,1622,353,CB,6000000,42000,6.0,Left,1,3,2,Low,Medium,49,32,55,58,78,81,60,26,77,66,32,56,55,36,60,64,57,43,46,78,45,48,34,73,90,29,78,81,28,30,44,68,77,78,78
José Ángel,ESP,DF,Eibar,La Liga,29.0,182,74,66,66,1800,382,CM,650000,3000,16.0,Left,1,3,3,Medium,Medium,63,57,65,63,61,73,65,54,48,64,39,60,64,64,66,67,61,65,62,69,58,62,57,80,68,63,79,66,64,67,59,67,65,59,53
João Félix,POR,FW,Atlético Madrid,La Liga,19.0,181,70,81,93,2060,428,CAM,32000000,51000,7.0,Right,1,4,5,Medium,Medium,81,81,74,83,40,69,73,82,69,77,80,83,81,64,67,83,79,83,85,83,80,82,79,75,64,81,69,38,84,78,68,82,30,42,35
João Moutinho,POR,MF,Wolves,Premier League,32.0,170,61,83,83,2180,438,CM,15000000,110000,28.0,Right,3,4,3,High,High,56,75,86,83,72,66,85,73,70,87,76,82,84,81,86,86,60,53,75,79,85,77,71,77,58,79,71,72,74,87,70,89,71,74,68
João Pedro,BRA,FW,Cagliari,Serie A,27.0,184,73,79,79,1977,410,CF,13000000,44000,10.0,Right,1,4,4,High,Medium,72,78,75,79,40,66,69,82,66,78,72,79,70,72,74,82,74,71,72,83,61,77,77,75,57,73,76,42,81,78,74,78,30,44,28
João Victor Santos Sá,BRA,MF,Wolfsburg,Bundesliga,25.0,178,72,75,76,1793,390,LM,8000000,38000,40.0,Right,1,5,4,Medium,Medium,84,72,67,77,31,59,68,75,54,72,58,77,69,34,64,76,87,82,86,70,77,73,42,76,61,68,35,33,76,69,70,72,24,30,28
Juan Cuadrado,COL,DF,Juventus,Serie A,31.0,179,72,81,81,2179,463,RW,11000000,79000,16.0,Right,3,3,5,High,Medium,89,72,78,88,72,64,83,64,67,81,70,90,78,69,69,85,88,90,91,81,81,84,74,71,54,80,78,68,78,76,65,80,67,78,81
Jules Koundé,FRA,DF,Sevilla,La Liga,20.0,178,75,79,86,1792,392,CB,16000000,21000,12.0,Right,1,3,2,Medium,Medium,77,34,57,70,81,73,45,32,78,75,32,67,42,26,66,71,77,77,71,82,75,41,86,69,73,30,74,82,37,44,43,76,79,82,80
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,31.0,184,84,77,77,1903,398,CDM,6000000,50000,15.0,Right,2,3,2,Medium,High,55,49,69,68,77,80,63,39,69,80,50,65,47,49,71,73,60,51,65,74,65,73,82,83,77,39,82,77,62,64,59,77,79,80,70
Julian Brandt,GER,MF,Dortmund,Bundesliga,23.0,185,83,84,88,2083,445,CAM,40500000,75000,19.0,Right,3,4,4,High,Medium,81,78,82,87,51,66,81,77,54,84,79,88,77,65,85,86,77,85,84,83,83,81,64,80,71,80,38,47,80,85,54,84,48,55,57
Juraj Kucka,SVK,MF,Parma,Serie A,32.0,186,84,77,77,2133,442,CB,5000000,33000,33.0,Right,2,4,3,High,Medium,57,74,73,74,77,87,68,68,75,76,69,75,68,69,76,77,60,55,68,79,54,85,90,86,87,79,86,78,75,73,71,75,77,77,78
Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,26.0,175,80,80,81,2113,459,LB,14500000,49000,15.0,Left,2,3,3,High,Medium,88,65,74,80,76,76,81,63,69,75,57,80,75,56,72,81,87,88,77,78,81,75,71,78,76,65,75,77,71,73,51,77,76,76,77
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,24.0,184,84,75,78,1969,407,CB,7500000,25000,5.0,Right,1,3,3,High,Medium,64,53,71,68,76,75,68,35,72,75,41,65,82,74,70,72,62,65,67,74,66,82,83,68,77,71,77,79,50,65,47,75,75,76,73
Kai Havertz,GER,MF,Leverkusen,Bundesliga,20.0,188,83,85,93,2058,441,CAM,57000000,105000,29.0,Left,3,4,4,Medium,Medium,84,81,79,85,45,67,73,85,78,84,80,86,84,53,78,87,78,88,78,85,74,74,75,82,69,78,42,38,84,82,73,84,39,46,38
Kai Pröger,GER,MF,Paderborn 07,Bundesliga,27.0,177,73,69,69,1780,385,RM,1100000,10000,9.0,Right,1,3,3,High,Medium,88,66,56,72,38,65,64,64,46,52,63,72,61,65,50,71,90,86,74,68,75,76,71,72,64,64,59,41,67,57,50,64,37,38,29
Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,29.0,184,81,82,82,1986,431,RM,21000000,78000,38.0,Right,3,3,4,High,Medium,90,76,74,85,34,72,78,74,48,78,73,86,71,58,59,84,91,90,86,82,78,84,75,74,70,79,72,38,78,78,57,78,32,30,33
Karim Benzema,FRA,FW,Real Madrid,La Liga,31.0,185,81,89,89,2111,442,CF,53000000,350000,9.0,Right,4,4,4,Medium,Low,74,85,81,86,40,76,75,88,91,86,86,87,81,73,73,90,77,72,79,91,69,84,79,78,80,79,63,39,90,87,84,90,47,24,18
Karim Onisiwo,AUT,FW,Mainz 05,Bundesliga,27.0,188,85,74,74,1926,418,ST,6000000,27000,21.0,Right,1,3,3,High,Medium,75,71,66,74,56,76,71,73,66,64,69,77,69,56,63,74,75,75,66,74,64,80,55,74,80,62,75,49,76,66,44,71,58,53,60
Karol Linetty,POL,MF,Sampdoria,Serie A,24.0,176,73,74,78,1944,417,CDM,7000000,33000,77.0,Right,2,3,3,High,High,67,63,71,75,72,69,60,64,56,78,38,74,62,36,74,76,72,62,73,74,79,70,78,76,61,64,79,76,68,76,50,70,72,74,70
Ken Sema,SWE,DF,Udinese,Serie A,25.0,180,69,73,73,1907,416,LM,4300000,15000,12.0,Left,1,3,3,Medium,Medium,78,66,71,75,58,68,73,63,36,74,61,76,67,72,64,74,76,79,72,69,77,77,49,71,70,68,64,61,69,71,44,62,57,64,58
Kenny McLean,SCO,MF,Norwich City,Premier League,27.0,183,70,72,72,1953,412,CM,3100000,10000,23.0,Left,1,3,3,Medium,High,69,69,70,70,64,70,54,66,59,76,56,70,63,70,73,71,74,65,75,71,61,78,74,77,71,69,57,63,68,73,71,72,65,66,57
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,28.0,181,70,91,91,2304,485,CAM,87000000,370000,17.0,Right,4,5,4,High,High,76,86,93,88,64,78,94,82,55,94,82,88,85,83,93,92,77,76,78,91,76,91,63,89,74,91,76,66,88,94,84,91,68,65,53
Kevin Lasagna,ITA,FW,Udinese,Serie A,26.0,186,80,75,75,1810,390,ST,7000000,18000,15.0,Left,2,3,3,High,Medium,90,73,60,77,29,61,60,76,72,66,72,76,66,42,50,78,90,90,79,74,72,72,76,66,66,66,40,30,78,58,66,74,26,20,18
Kevin Volland,GER,FW,Leverkusen,Bundesliga,27.0,179,85,81,81,2097,440,ST,19000000,68000,31.0,Left,2,4,3,High,High,73,84,79,79,41,84,78,84,71,81,83,79,79,80,72,79,76,70,74,82,82,87,76,88,84,84,80,45,82,81,72,80,22,50,33
Kiko Femenía,ESP,DF,Watford,Premier League,28.0,174,61,76,76,1986,418,RB,6500000,18000,21.0,Right,1,3,3,High,Medium,75,57,71,76,71,68,77,53,56,75,54,76,65,55,63,76,77,74,79,70,82,56,69,78,63,64,70,72,67,69,60,68,71,75,76
Kiko Olivas,ESP,DF,Valladolid,La Liga,30.0,186,80,75,75,1739,376,CB,4900000,18000,4.0,Right,1,3,2,Medium,Medium,51,52,61,59,76,77,44,56,73,74,53,56,30,36,70,67,48,53,53,76,34,62,79,78,79,36,70,76,57,60,38,72,78,77,74
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,24.0,189,78,74,78,1911,430,RB,6500000,21000,19.0,Right,1,2,3,High,High,90,57,64,71,68,80,71,54,67,66,42,74,57,38,66,71,86,94,67,67,56,70,74,85,79,56,78,65,64,62,44,70,68,68,70
Klaus Gjasula,ALB,MF,Paderborn 07,Bundesliga,29.0,191,84,69,69,1702,355,CB,875000,7000,20.0,Right,1,4,2,Medium,Medium,38,50,58,54,68,87,40,43,67,71,35,50,38,57,53,61,34,42,49,67,40,67,78,80,87,48,96,65,48,63,68,68,69,70,61
Koke,ESP,MF,Atlético Madrid,La Liga,27.0,176,77,85,85,2205,464,CM,38000000,92000,6.0,Right,3,4,3,High,High,67,75,85,81,76,80,85,72,61,87,56,80,85,76,85,84,68,66,73,88,80,83,63,94,75,80,79,80,82,85,59,84,75,80,70
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,22.0,180,72,82,86,2149,466,CDM,26000000,53000,27.0,Right,1,3,3,Medium,High,85,68,78,78,80,77,78,69,69,84,60,79,70,47,79,79,83,86,76,79,74,72,73,89,69,68,85,84,71,77,54,79,83,79,75
Koray Günter,GER,DF,Hellas Verona,Serie A,24.0,184,79,71,76,1601,353,CB,2800000,15000,21.0,Right,1,4,2,Medium,High,65,31,56,60,71,70,32,23,69,69,28,56,21,26,72,65,65,65,60,66,60,50,74,58,75,31,71,68,31,59,37,60,70,75,73
Kostas Manolas,GRE,DF,Napoli,Serie A,28.0,189,83,83,84,1638,373,CB,24500000,84000,44.0,Right,3,2,2,Low,High,82,25,42,60,85,79,27,25,80,60,16,54,30,10,61,65,80,83,67,81,60,40,86,69,81,12,86,86,25,22,26,83,85,85,87
Kurt Zouma,FRA,DF,Chelsea,Premier League,24.0,190,95,80,83,1887,399,CB,16500000,82000,15.0,Right,2,3,2,Medium,Medium,67,51,61,56,80,84,49,47,80,67,47,50,60,59,64,63,60,73,52,76,52,63,90,66,92,49,84,79,49,60,59,69,79,81,78
Kyle Walker,ENG,DF,Manchester City,Premier League,29.0,183,70,85,85,2188,470,RB,30500000,170000,2.0,Right,3,2,3,High,High,92,63,76,77,80,82,81,51,74,78,57,79,76,71,76,79,90,94,66,84,69,86,83,89,79,69,78,80,68,69,63,75,77,83,82
Kévin Gameiro,FRA,FW,Valencia,La Liga,32.0,172,70,79,79,2015,424,ST,8000000,43000,9.0,Right,3,4,3,Medium,Medium,86,79,74,75,43,67,69,80,67,79,78,74,74,70,69,76,85,87,79,79,75,82,83,69,64,73,66,38,83,75,81,80,50,33,39
Kévin Rodrigues,POR,DF,Leganés,La Liga,25.0,170,70,74,75,1918,404,LM,6500000,23000,24.0,Left,1,3,3,Medium,High,68,59,75,72,70,60,79,65,73,80,42,70,65,51,76,76,70,67,68,72,78,58,60,64,60,50,55,65,72,70,50,65,64,75,76
Lautaro Martínez,ARG,FW,Inter,Serie A,21.0,174,81,84,91,2115,451,ST,44500000,130000,10.0,Right,1,4,4,High,Medium,83,82,71,85,48,82,56,86,84,78,83,87,78,43,73,84,84,83,86,84,78,80,88,77,83,74,86,45,85,77,74,83,56,31,44
Leander Dendoncker,BEL,MF,Wolves,Premier League,24.0,189,88,78,83,2115,449,CB,12500000,66000,32.0,Right,2,4,2,High,High,67,72,77,71,79,83,75,66,79,80,71,72,73,71,78,75,59,73,58,73,55,85,73,88,85,76,75,78,76,76,55,77,78,80,76
Leandro Trossard,BEL,FW,Brighton,Premier League,24.0,172,67,78,81,1947,408,CAM,13000000,55000,11.0,Right,1,4,4,High,Medium,82,77,76,81,30,62,75,75,62,76,74,81,81,69,77,79,89,76,92,70,85,76,78,73,60,82,47,18,75,76,75,80,30,31,18
Leonardo Bittencourt,GER,FW,Werder Bremen,Bundesliga,25.0,170,62,77,78,2018,421,RM,10500000,29000,10.0,Right,2,4,3,Medium,Medium,79,68,74,84,56,60,73,68,46,77,69,86,77,70,72,79,85,74,90,74,89,70,65,76,46,68,74,55,68,72,61,72,58,57,57
Leonardo Bonucci,ITA,DF,Juventus,Serie A,32.0,190,85,85,85,1967,421,CB,18000000,110000,19.0,Right,3,4,2,Medium,High,60,58,69,70,87,77,44,48,84,77,58,69,56,61,84,75,58,62,60,84,55,74,85,66,79,65,82,90,38,74,70,86,90,86,80
Levin Öztunalı,GER,MF,Mainz 05,Bundesliga,23.0,184,79,73,76,1900,400,RM,5000000,19000,8.0,Right,1,3,3,Medium,Low,75,68,67,77,45,68,67,66,54,65,63,80,78,72,67,75,79,71,74,72,68,73,66,68,73,68,57,54,73,68,58,69,38,44,46
Lewis Cook,ENG,MF,Bournemouth,Premier League,22.0,175,71,75,80,2007,419,CM,9000000,13000,16.0,Right,1,4,3,Medium,Medium,69,63,76,77,66,68,70,61,50,79,57,77,71,65,79,78,71,67,77,73,83,66,68,72,61,65,78,69,68,76,61,74,64,72,68
Lewis Dunk,ENG,DF,Brighton,Premier League,27.0,192,88,78,80,1774,382,CB,10500000,55000,5.0,Right,1,3,2,Medium,High,51,49,62,63,79,78,32,37,76,75,24,65,52,69,75,70,48,53,37,82,39,72,74,67,83,67,80,78,30,58,36,77,81,78,78
Lionel Messi,ARG,FW,Barcelona,La Liga,32.0,170,72,93,93,2231,466,RW,67500000,560000,10.0,Left,5,4,4,Medium,Low,85,92,91,95,38,65,85,95,70,91,88,96,93,94,91,96,91,80,91,94,95,86,68,72,69,94,44,40,93,95,75,96,32,35,24
Lorenzo De Silvestri,ITA,DF,Torino,Serie A,31.0,186,84,74,74,2028,430,RWB,4400000,27000,29.0,Right,2,3,4,Medium,High,70,67,73,73,74,73,81,64,78,77,58,74,65,62,71,75,70,70,65,75,58,74,73,71,75,70,71,74,74,65,52,72,74,74,74
Lorenzo Insigne,ITA,FW,Napoli,Serie A,28.0,163,59,85,85,2001,420,LW,37500000,120000,24.0,Right,3,4,4,High,Medium,88,78,83,91,36,44,83,75,59,83,74,90,87,77,78,93,92,84,93,80,93,78,50,70,34,84,34,26,81,85,74,83,53,24,22
Lorenzo Pellegrini,ITA,MF,Roma,Serie A,23.0,186,77,79,84,2101,445,CAM,17000000,500,7.0,Right,2,3,3,Medium,Medium,75,71,81,77,72,69,74,67,71,86,69,77,70,69,81,81,75,75,69,76,70,76,67,73,66,74,71,70,75,83,67,80,70,74,72
Luca Rossettini,ITA,DF,Lecce,Serie A,34.0,187,82,71,71,1565,335,CB,725000,15000,13.0,Right,2,2,2,Medium,High,50,44,46,53,72,70,35,29,72,58,34,50,42,36,58,54,52,48,57,70,49,65,72,54,76,60,76,72,32,28,45,70,73,72,71
Lucas Digne,FRA,DF,Everton,Premier League,26.0,178,74,84,85,2213,462,LB,31500000,110000,12.0,Left,2,2,3,High,Medium,78,69,80,79,80,76,87,60,71,81,68,78,83,83,73,83,78,78,69,83,78,83,92,85,69,76,76,82,72,74,60,80,78,83,84
Lucas Höler,GER,FW,Freiburg,Bundesliga,25.0,184,83,71,73,1714,367,ST,2900000,16000,9.0,Right,1,2,3,Medium,Medium,70,72,50,59,40,76,45,74,75,56,69,57,50,38,41,59,67,73,63,73,64,78,65,81,77,65,70,33,76,54,57,59,40,38,29
Lucas Moura,BRA,FW,Tottenham,Premier League,26.0,174,70,83,83,2093,439,RM,27000000,120000,27.0,Right,3,4,4,High,Medium,92,78,72,87,43,67,73,79,62,74,72,88,71,70,70,85,95,89,93,81,92,80,92,75,58,76,72,50,80,70,74,82,31,43,44
Lucas Ocampos,ARG,FW,Sevilla,La Liga,25.0,188,84,82,83,2216,473,ST,26500000,40000,5.0,Right,2,3,4,High,High,82,83,78,83,63,84,79,85,77,80,81,84,80,65,72,84,80,83,79,85,64,84,80,91,81,79,82,72,84,79,79,82,58,61,55
Lucas Olaza,URU,DF,Celta Vigo,La Liga,25.0,175,68,77,80,2093,438,LB,10000000,21000,15.0,Left,1,3,3,High,Medium,76,71,74,74,73,70,78,65,65,77,59,73,76,80,64,78,77,76,70,67,77,81,66,75,68,78,70,73,77,69,72,72,67,80,79
Lucas Pérez,ESP,FW,Alavés,La Liga,30.0,180,73,79,79,1979,413,ST,11500000,32000,7.0,Left,2,4,4,Medium,Low,77,82,75,78,32,69,74,85,68,75,79,78,82,77,69,79,76,78,72,80,72,82,65,69,70,78,67,38,81,78,82,76,25,24,26
Lucas Torreira,URU,MF,Arsenal,Premier League,23.0,168,65,81,85,2102,448,CDM,21000000,74000,11.0,Right,2,3,3,Medium,High,74,67,75,79,79,74,71,61,59,80,65,77,70,72,75,79,76,72,85,78,90,78,52,83,67,74,86,83,68,74,48,78,80,83,77
Luis Alberto,ESP,MF,Lazio,Serie A,26.0,183,74,85,85,2048,438,CAM,40500000,99000,10.0,Right,2,3,4,Medium,Medium,74,76,86,85,58,59,76,77,49,90,76,86,86,81,89,88,76,72,81,80,74,77,53,75,64,76,29,55,80,88,56,78,58,68,45
Luis Muriel,COL,FW,Atalanta,Serie A,28.0,179,79,79,79,1914,413,CF,12500000,65000,9.0,Right,2,4,4,High,Medium,88,79,69,84,27,66,62,81,65,75,75,85,77,60,55,83,86,90,85,80,80,80,60,68,72,74,50,16,81,76,78,75,26,24,22
Luis Rioja,ESP,MF,Alavés,La Liga,25.0,175,68,74,75,1769,376,LM,6500000,21000,11.0,Left,1,4,3,High,Medium,80,67,69,76,32,52,73,69,32,70,43,75,67,68,65,74,84,77,85,71,81,75,71,73,45,57,36,27,70,65,69,59,42,26,28
Luis Suárez,URU,FW,Barcelona,La Liga,32.0,182,86,87,87,2316,459,ST,31500000,115000,9.0,Right,5,4,3,High,Medium,70,90,82,83,51,83,80,92,84,83,90,84,86,82,77,84,72,68,76,92,78,89,69,78,85,88,87,41,91,84,83,85,57,45,38
Luiz Felipe,BRA,DF,Lazio,Serie A,22.0,187,80,77,85,1708,379,CB,12000000,41000,3.0,Right,1,4,3,Medium,High,75,29,61,68,79,67,53,22,71,72,32,69,31,35,66,71,76,75,63,78,46,44,72,52,68,26,81,82,28,58,44,58,81,79,79
Luka Milivojević,SRB,MF,Crystal Palace,Premier League,28.0,186,80,79,79,2068,423,CDM,11000000,58000,4.0,Right,1,2,2,Medium,High,54,67,76,67,77,82,70,55,75,80,50,62,71,81,78,76,53,54,62,76,63,84,59,86,80,77,88,79,66,71,90,76,77,77,72
Luka Modrić,CRO,MF,Real Madrid,La Liga,33.0,172,66,87,87,2252,463,CM,24500000,260000,10.0,Right,4,4,4,High,Medium,73,76,89,88,71,66,86,72,55,91,76,85,85,78,89,90,76,70,91,88,92,79,68,84,58,82,62,79,78,90,82,92,68,75,71
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,23.0,187,88,80,85,1902,431,CB,18000000,46000,16.0,Right,1,3,2,Medium,Medium,84,51,66,71,82,77,72,59,78,74,41,71,45,22,63,73,79,88,63,81,60,58,82,82,75,31,72,81,70,62,26,68,84,81,85
Luuk de Jong,NED,FW,Sevilla,La Liga,28.0,188,86,80,80,1942,398,ST,15000000,38000,9.0,Right,2,5,2,Medium,High,55,78,70,69,50,76,66,80,93,78,84,66,63,69,62,77,54,55,57,81,60,84,84,76,84,69,54,40,85,69,67,76,52,43,37
Lys Mousset,FRA,FW,Sheffield Utd,Premier League,23.0,184,80,74,78,1735,377,ST,7500000,29000,11.0,Right,1,3,3,Medium,Medium,80,75,55,74,25,68,54,76,68,61,66,75,62,41,44,73,79,80,72,72,68,76,67,68,77,73,44,22,74,56,70,62,19,20,17
Manolo Gabbiadini,ITA,FW,Sampdoria,Serie A,27.0,181,75,75,75,1827,380,CF,7000000,21000,23.0,Left,2,3,3,Medium,Low,67,79,71,75,26,62,70,79,66,72,72,77,78,77,64,79,68,66,67,74,56,82,74,56,66,77,57,18,79,72,72,71,21,24,20
Manu García,ESP,MF,Alavés,La Liga,33.0,182,74,75,75,1975,406,CDM,3200000,22000,19.0,Left,1,3,2,Medium,High,43,69,72,69,77,76,65,68,70,77,45,69,58,56,76,73,33,51,58,78,65,76,75,75,73,67,87,79,75,77,71,74,75,79,75
Manu Trigueros,ESP,MF,Villarreal,La Liga,27.0,178,75,78,78,2041,419,CM,10500000,35000,14.0,Right,2,4,4,Medium,Medium,58,72,77,76,70,66,72,68,74,78,63,76,78,69,79,79,61,55,71,78,69,77,69,68,63,78,69,69,77,82,65,76,69,73,62
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,24.0,187,91,78,84,1908,419,CB,13000000,42000,16.0,Right,2,3,2,Medium,Medium,77,47,68,71,80,76,53,36,74,77,42,69,54,55,74,74,73,81,69,77,64,75,80,72,78,48,73,80,36,67,40,76,79,83,78
