Player,Nation,Pos,Team,League,Age,Height,Weight,MatchesPlayed,Starts,MinutesPlayed,Goals,Assists,PenaltyGoals,PenaltiesAtt,YellowCards,RedCards,Per90MinutesGls,Per90MinutesAst,Per90MinutesG+A,Per90MinutesG-PK,Per90MinutesG+A-PK,xG,npxG,xA,Per90MinutesxG,Per90MinutesxA,Per90MinutesxG+xA,Per90MinutesnpxG,Per90MinutesnpxG+xA,90sPlayed,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,VsDribblesTkl,VsDribblesAtt,VsDribblesTkl%,VsDribblesPast,Pressures,SuccessfulPressures,Pressures%,PressuresDef3rd,PressuresMid3rd,PressuresAtt3rd,Blocks,BlockedShots,BlockedSoT,BlockedPasses,PassesIntercepted,Tkl+Int,Clearances,ErrorsLeadingToShot,SCA,SCA90,SCATypesPassLive,SCATypesPassDead,SCATypesDrib,SCATypesSh,SCATypesFld,GCA,GCA90,GCATypesPassLive,GCATypesPassDead,GCATypesDrib,GCATypesSh,GCATypesFld,GCATypesOG,TotalCmp,TotalAtt,TotalCmp%,TotalTotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,LongAst,LongxA,LongA-xA,LongKP,Long,LongPPA,LongCrsPA,LongProg,PassTypesLive,PassTypesDead,PassTypesFK,PassTypesTB,PassTypesPress,PassTypesSw,PassTypesCrs,PassTypesCK,CornerKicksIn,CornerKicksOut,CornerKicksStr,GroundPasses,LowPasses,HighPasses,LeftFootPasses,RightFootPasses,HeadedPasses,ThrowInsTaken,MiscPasses,OutcomesOff,OutcomesOut,OutcomesInt,OutcomesBlocks,TouchesTouches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,TouchesLive,DribblesSucc,DribblesAtt,DribblesSucc%,Dribbles#Pl,DribblesMegs,Carries,CarriesTotDist,CarriesPrgDist,ReceivingTarg,ReceivingRec,ReceivingRec%,ReceivingMiscon,ReceivingDispos,StandardSh,StandardSoT,StandardSoT%,StandardSh/90,StandardSoT/90,StandardG/Sh,StandardG/SoT,StandardFK,ExpectednpxG/Sh,ExpectedG-xG,Expectednp:G-xG
Rúben Vezo,POR,DF,Levante,La Liga,25.0,183,80,29,29,2610,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.6,0.03,0.02,0.05,0.03,0.05,29.0,51.0,26,39.0,9.0,3.0,17.0,38.0,44.7,21.0,194.0,64.0,33.0,117.0,73.0,4.0,51.0,31.0,0.0,20.0,28,79,189.0,2.0,18.0,0.62,14.0,1.0,0.0,2.0,1.0,4.0,0.14,3.0,0.0,0.0,0.0,1.0,0.0,954.0,1164.0,82.0,22641.0,8069.0,9.0,18.0,50.0,581.0,659.0,88.2,364.0,487.0,74.7,0,0.6,-0.6,3.0,64.0,1.0,0.0,68.0,1082.0,82.0,80.0,1.0,138.0,53.0,3,0.0,0.0,0.0,0.0,746.0,156.0,262.0,235.0,808.0,76.0,1.0,2.0,8.0,30.0,6.0,12.0,1492.0,295.0,850.0,664.0,41.0,17.0,1416.0,4.0,6.0,66.7,4.0,1.0,771.0,4733.0,2176.0,833.0,818.0,98.2,6.0,2.0,11,2,18.2,0.38,0.07,0.0,0.0,0.0,0.08,-0.9,-0.9
Sadio Mané,SEN,FW,Liverpool,Premier League,27.0,175,69,35,31,2747,18,7,0,0,3,0,0.59,0.23,0.82,0.59,0.82,13.8,13.8,7.3,0.45,0.24,0.69,0.45,0.69,30.5,50.0,35,13.0,23.0,14.0,15.0,46.0,32.6,31.0,504.0,153.0,30.4,108.0,168.0,228.0,30.0,1.0,0.0,29.0,11,61,5.0,0.0,107.0,3.51,85.0,0.0,6.0,3.0,13.0,15.0,0.49,9.0,0.0,0.0,1.0,5.0,0.0,933.0,1162.0,80.3,15604.0,3867.0,25.0,69.0,36.2,755.0,888.0,85.0,153.0,205.0,74.6,7,7.3,-0.3,56.0,65.0,67.0,11.0,133.0,1141.0,21.0,8.0,10.0,244.0,26.0,52,0.0,0.0,0.0,0.0,766.0,243.0,153.0,235.0,839.0,39.0,10.0,15.0,3.0,17.0,29.0,50.0,1590.0,13.0,125.0,629.0,1000.0,219.0,1572.0,76.0,116.0,65.5,84.0,6.0,1248.0,9679.0,5436.0,1843.0,1275.0,69.2,85.0,72.0,76,36,47.4,2.49,1.18,0.24,0.5,0.0,0.19,4.2,4.2
Salva Sevilla,ESP,MF,Mallorca,La Liga,35.0,178,71,35,31,2568,5,3,2,3,10,1,0.18,0.11,0.28,0.11,0.21,3.8,1.5,3.4,0.13,0.12,0.25,0.05,0.17,28.5,31.0,20,13.0,14.0,4.0,14.0,39.0,35.9,25.0,346.0,92.0,26.6,129.0,181.0,36.0,25.0,6.0,1.0,19.0,13,44,23.0,1.0,95.0,3.33,49.0,37.0,1.0,4.0,4.0,5.0,0.18,3.0,1.0,0.0,1.0,0.0,0.0,1446.0,1745.0,82.9,25781.0,8606.0,44.0,66.0,66.7,1109.0,1214.0,91.4,293.0,465.0,63.0,3,3.4,-0.4,54.0,156.0,15.0,0.0,215.0,1427.0,318.0,156.0,2.0,280.0,80.0,30,113.0,40.0,36.0,6.0,1170.0,224.0,351.0,193.0,1477.0,49.0,10.0,9.0,7.0,31.0,15.0,30.0,1920.0,60.0,379.0,1182.0,487.0,22.0,1598.0,10.0,21.0,47.6,11.0,0.0,1148.0,6181.0,3496.0,1274.0,1204.0,94.5,18.0,11.0,31,11,35.5,1.09,0.39,0.1,0.27,13.0,0.05,1.2,1.5
Samuel Chukwueze,NGA,MF,Villarreal,La Liga,20.0,172,70,36,20,2020,3,2,0,0,2,0,0.13,0.09,0.22,0.13,0.22,3.6,3.6,3.3,0.16,0.15,0.3,0.16,0.3,22.4,18.0,15,8.0,5.0,5.0,7.0,21.0,33.3,14.0,347.0,97.0,28.0,75.0,157.0,115.0,29.0,1.0,0.0,28.0,9,27,8.0,1.0,96.0,4.28,69.0,0.0,13.0,3.0,11.0,14.0,0.62,7.0,0.0,3.0,1.0,3.0,0.0,553.0,750.0,73.7,10360.0,2682.0,11.0,48.0,22.9,419.0,525.0,79.8,123.0,177.0,69.5,2,3.3,-1.3,35.0,36.0,33.0,9.0,90.0,737.0,13.0,0.0,5.0,154.0,21.0,45,3.0,0.0,0.0,0.0,499.0,129.0,122.0,683.0,21.0,26.0,8.0,5.0,2.0,13.0,20.0,41.0,1066.0,14.0,119.0,526.0,525.0,124.0,1053.0,60.0,99.0,60.6,62.0,3.0,874.0,7219.0,4990.0,1106.0,823.0,74.4,71.0,47.0,50,11,22.0,2.23,0.49,0.06,0.27,0.0,0.07,-0.6,-0.6
Sandro Tonali,ITA,MF,Brescia,Serie A,19.0,181,80,35,34,3014,1,7,0,0,9,0,0.03,0.21,0.24,0.03,0.24,0.9,0.9,5.4,0.03,0.16,0.19,0.03,0.19,33.5,52.0,41,22.0,27.0,3.0,14.0,48.0,29.2,34.0,558.0,140.0,25.1,220.0,274.0,64.0,57.0,14.0,0.0,43.0,32,84,46.0,0.0,115.0,3.43,53.0,51.0,3.0,1.0,7.0,12.0,0.36,5.0,7.0,0.0,0.0,0.0,0.0,1137.0,1582.0,71.9,25116.0,8472.0,14.0,57.0,24.6,771.0,914.0,84.4,352.0,611.0,57.6,7,5.4,1.6,65.0,139.0,26.0,7.0,248.0,1233.0,349.0,186.0,6.0,210.0,122.0,48,128.0,17.0,67.0,17.0,922.0,190.0,470.0,152.0,1370.0,44.0,1.0,5.0,9.0,42.0,23.0,49.0,1904.0,100.0,490.0,1056.0,485.0,20.0,1567.0,39.0,49.0,79.6,42.0,2.0,1088.0,7085.0,4211.0,1112.0,1036.0,93.2,34.0,38.0,27,7,25.9,0.81,0.21,0.04,0.14,4.0,0.03,0.1,0.1
Santi Mina,ESP,FW,Celta Vigo,La Liga,23.0,181,77,34,21,1944,6,3,0,0,4,0,0.28,0.14,0.42,0.28,0.42,5.8,5.8,2.4,0.27,0.11,0.38,0.27,0.38,21.6,14.0,8,6.0,6.0,2.0,4.0,38.0,10.5,34.0,405.0,101.0,24.9,66.0,198.0,141.0,24.0,3.0,0.0,21.0,11,25,27.0,0.0,49.0,2.27,34.0,1.0,4.0,5.0,5.0,7.0,0.32,3.0,0.0,1.0,1.0,2.0,0.0,500.0,706.0,70.8,7389.0,1928.0,29.0,63.0,46.0,416.0,555.0,75.0,55.0,88.0,62.5,3,2.4,0.6,19.0,36.0,18.0,1.0,56.0,677.0,29.0,3.0,6.0,226.0,20.0,20,2.0,0.0,0.0,0.0,375.0,189.0,142.0,58.0,482.0,65.0,15.0,12.0,3.0,6.0,16.0,34.0,996.0,29.0,102.0,498.0,443.0,82.0,969.0,11.0,30.0,36.7,13.0,2.0,545.0,2907.0,1681.0,1198.0,752.0,62.8,60.0,48.0,48,14,29.2,2.22,0.65,0.13,0.43,1.0,0.12,0.2,0.2
Saša Lukić,SRB,MF,Torino,Serie A,22.0,183,77,30,20,1861,1,1,0,0,5,1,0.05,0.05,0.1,0.05,0.1,0.9,0.9,0.6,0.04,0.03,0.07,0.04,0.07,20.7,44.0,31,19.0,22.0,3.0,15.0,37.0,40.5,22.0,473.0,121.0,25.6,129.0,256.0,88.0,36.0,8.0,0.0,28.0,17,61,20.0,0.0,36.0,1.74,28.0,1.0,4.0,0.0,3.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,728.0,843.0,86.4,12778.0,3218.0,14.0,36.0,38.9,572.0,632.0,90.5,142.0,175.0,81.1,1,0.6,0.4,12.0,66.0,15.0,3.0,75.0,795.0,48.0,32.0,1.0,143.0,24.0,12,9.0,4.0,2.0,0.0,641.0,94.0,108.0,102.0,680.0,40.0,3.0,4.0,3.0,6.0,12.0,23.0,1030.0,41.0,213.0,612.0,285.0,31.0,990.0,19.0,34.0,55.9,22.0,1.0,702.0,4869.0,2777.0,801.0,681.0,85.0,22.0,16.0,18,4,22.2,0.87,0.19,0.06,0.25,0.0,0.05,0.1,0.1
Scott McTominay,SCO,MF,Manchester Utd,Premier League,22.0,193,88,27,20,1772,4,1,0,0,2,0,0.2,0.05,0.25,0.2,0.25,1.5,1.5,0.7,0.08,0.03,0.11,0.08,0.11,19.7,50.0,31,20.0,26.0,4.0,17.0,38.0,44.7,21.0,262.0,84.0,32.1,94.0,138.0,30.0,39.0,6.0,0.0,33.0,23,73,52.0,0.0,35.0,1.78,25.0,0.0,1.0,3.0,5.0,3.0,0.15,2.0,0.0,0.0,0.0,0.0,1.0,816.0,995.0,82.0,16601.0,4084.0,10.0,27.0,37.0,586.0,684.0,85.7,220.0,284.0,77.5,1,0.7,0.3,14.0,88.0,11.0,2.0,87.0,966.0,29.0,28.0,2.0,158.0,47.0,9,0.0,0.0,0.0,0.0,745.0,111.0,139.0,44.0,878.0,45.0,1.0,5.0,2.0,18.0,21.0,25.0,1289.0,69.0,324.0,782.0,258.0,23.0,1268.0,31.0,47.0,66.0,35.0,5.0,910.0,5100.0,2451.0,915.0,850.0,92.9,24.0,32.0,30,10,33.3,1.52,0.51,0.13,0.4,0.0,0.05,2.5,2.5
Sead Kolašinac,BIH,DF,Arsenal,Premier League,26.0,183,86,26,19,1701,0,2,0,0,4,0,0.0,0.11,0.11,0.0,0.11,0.7,0.7,1.0,0.04,0.06,0.09,0.04,0.09,18.9,35.0,18,22.0,6.0,7.0,12.0,25.0,48.0,13.0,230.0,67.0,29.1,116.0,81.0,33.0,23.0,5.0,0.0,18.0,15,50,45.0,1.0,18.0,0.95,18.0,0.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,869.0,1031.0,84.3,14326.0,4428.0,8.0,31.0,25.8,756.0,849.0,89.0,105.0,151.0,69.5,2,1.0,1.0,9.0,52.0,15.0,5.0,83.0,917.0,114.0,3.0,0.0,157.0,10.0,29,0.0,0.0,0.0,0.0,703.0,154.0,174.0,739.0,104.0,59.0,111.0,3.0,4.0,17.0,14.0,25.0,1182.0,67.0,359.0,604.0,294.0,31.0,1071.0,14.0,18.0,77.8,14.0,0.0,730.0,3765.0,2363.0,796.0,744.0,93.5,10.0,14.0,4,0,0.0,0.21,0.0,0.0,0.0,0.0,0.17,-0.7,-0.7
Sebastiaan Bornauw,BEL,DF,Köln,Bundesliga,20.0,191,83,28,28,2447,6,0,0,0,5,1,0.22,0.0,0.22,0.22,0.22,2.7,2.7,0.5,0.1,0.02,0.12,0.1,0.12,27.2,48.0,32,34.0,12.0,2.0,14.0,36.0,38.9,22.0,319.0,111.0,34.8,213.0,90.0,16.0,44.0,17.0,0.0,27.0,25,73,140.0,0.0,13.0,0.48,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,1214.0,82.0,24980.0,8400.0,3.0,11.0,27.3,553.0,608.0,91.0,439.0,595.0,73.8,0,0.5,-0.5,5.0,66.0,6.0,2.0,67.0,1183.0,31.0,28.0,2.0,213.0,51.0,5,0.0,0.0,0.0,0.0,809.0,111.0,294.0,125.0,1004.0,54.0,3.0,3.0,8.0,31.0,15.0,11.0,1496.0,222.0,928.0,612.0,54.0,24.0,1467.0,7.0,11.0,63.6,7.0,0.0,939.0,5580.0,2717.0,988.0,962.0,97.4,5.0,6.0,18,7,38.9,0.66,0.26,0.33,0.86,0.0,0.15,3.3,3.3
Sebastian Andersson,SWE,FW,Union Berlin,Bundesliga,28.0,190,86,33,31,2682,12,1,1,2,5,0,0.4,0.03,0.44,0.37,0.4,12.2,10.7,1.5,0.41,0.05,0.46,0.36,0.41,29.8,18.0,11,1.0,9.0,8.0,8.0,25.0,32.0,17.0,579.0,143.0,24.7,25.0,294.0,260.0,31.0,5.0,0.0,26.0,6,24,40.0,0.0,47.0,1.58,35.0,0.0,4.0,5.0,2.0,9.0,0.3,2.0,0.0,2.0,4.0,0.0,1.0,495.0,795.0,62.3,6724.0,1423.0,24.0,57.0,42.1,434.0,661.0,65.7,37.0,77.0,48.1,1,1.5,-0.5,20.0,46.0,13.0,4.0,52.0,771.0,24.0,0.0,0.0,354.0,7.0,24,0.0,0.0,0.0,0.0,296.0,292.0,207.0,52.0,400.0,112.0,0.0,46.0,4.0,30.0,19.0,35.0,1211.0,46.0,98.0,584.0,575.0,135.0,1185.0,25.0,42.0,59.5,27.0,2.0,635.0,3673.0,1395.0,1710.0,932.0,54.5,106.0,78.0,61,35,57.4,2.05,1.17,0.18,0.31,0.0,0.18,-0.2,0.3
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,28.0,180,71,29,25,1936,3,3,0,0,6,0,0.14,0.14,0.28,0.14,0.28,0.9,0.9,1.5,0.04,0.07,0.11,0.04,0.11,21.5,65.0,41,32.0,25.0,8.0,12.0,49.0,24.5,37.0,573.0,163.0,28.4,180.0,313.0,80.0,36.0,6.0,0.0,30.0,29,94,15.0,1.0,55.0,2.56,43.0,5.0,1.0,1.0,5.0,5.0,0.23,3.0,2.0,0.0,0.0,0.0,0.0,1025.0,1209.0,84.8,19626.0,4865.0,21.0,51.0,41.2,747.0,831.0,89.9,257.0,327.0,78.6,3,1.5,1.5,23.0,86.0,18.0,5.0,124.0,1155.0,54.0,23.0,1.0,202.0,34.0,9,16.0,1.0,10.0,0.0,755.0,265.0,189.0,195.0,893.0,80.0,9.0,14.0,4.0,19.0,19.0,22.0,1415.0,49.0,335.0,899.0,283.0,21.0,1363.0,15.0,21.0,71.4,15.0,0.0,888.0,5454.0,2918.0,1038.0,917.0,88.3,13.0,13.0,12,6,50.0,0.56,0.28,0.25,0.5,0.0,0.07,2.1,2.1
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,29.0,180,72,32,31,2734,1,3,0,0,9,0,0.03,0.1,0.13,0.03,0.13,1.3,1.3,4.7,0.04,0.15,0.2,0.04,0.2,30.4,76.0,53,39.0,24.0,13.0,27.0,65.0,41.5,38.0,459.0,134.0,29.2,157.0,237.0,65.0,31.0,7.0,0.0,24.0,19,95,51.0,0.0,88.0,2.9,62.0,16.0,1.0,3.0,6.0,8.0,0.26,7.0,1.0,0.0,0.0,0.0,0.0,1220.0,1533.0,79.6,22920.0,7251.0,22.0,62.0,35.5,949.0,1100.0,86.3,249.0,371.0,67.1,3,4.7,-1.7,53.0,108.0,31.0,8.0,187.0,1392.0,141.0,39.0,2.0,364.0,45.0,32,47.0,11.0,30.0,5.0,932.0,316.0,285.0,145.0,1249.0,60.0,55.0,7.0,9.0,30.0,37.0,43.0,1808.0,65.0,446.0,1010.0,452.0,30.0,1671.0,16.0,25.0,64.0,18.0,1.0,1092.0,4954.0,2550.0,1278.0,1169.0,91.5,27.0,26.0,25,9,36.0,0.82,0.3,0.04,0.11,0.0,0.05,-0.3,-0.3
Sebastian Vasiliadis,GRE,MF,Paderborn 07,Bundesliga,21.0,175,75,32,32,2808,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,1.7,0.06,0.06,0.11,0.06,0.11,31.2,88.0,49,42.0,37.0,9.0,33.0,86.0,38.4,53.0,756.0,221.0,29.2,236.0,403.0,117.0,52.0,7.0,0.0,45.0,29,117,67.0,0.0,62.0,1.99,54.0,0.0,5.0,1.0,2.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,818.0,1070.0,76.4,16102.0,3906.0,9.0,46.0,19.6,619.0,739.0,83.8,190.0,285.0,66.7,1,1.7,-0.7,27.0,77.0,16.0,2.0,93.0,1036.0,34.0,22.0,2.0,255.0,47.0,15,2.0,0.0,1.0,0.0,682.0,181.0,207.0,204.0,761.0,66.0,9.0,11.0,2.0,31.0,19.0,41.0,1483.0,85.0,456.0,788.0,351.0,33.0,1451.0,55.0,86.0,64.0,64.0,4.0,957.0,6009.0,3423.0,1028.0,870.0,84.6,40.0,55.0,38,8,21.1,1.22,0.26,0.03,0.13,0.0,0.05,-0.7,-0.7
Seko Fofana,CIV,MF,Udinese,Serie A,24.0,184,77,32,24,2249,3,7,0,0,4,0,0.12,0.28,0.4,0.12,0.4,2.7,2.7,4.4,0.11,0.18,0.29,0.11,0.29,25.0,21.0,12,10.0,9.0,2.0,6.0,33.0,18.2,27.0,378.0,89.0,23.5,136.0,175.0,67.0,27.0,1.0,0.0,26.0,16,37,21.0,0.0,91.0,3.64,75.0,1.0,10.0,2.0,3.0,8.0,0.32,7.0,0.0,1.0,0.0,0.0,0.0,944.0,1078.0,87.6,17244.0,3340.0,19.0,47.0,40.4,733.0,801.0,91.5,192.0,230.0,83.5,7,4.4,2.6,52.0,66.0,24.0,3.0,87.0,1068.0,10.0,1.0,8.0,168.0,37.0,20,1.0,1.0,0.0,0.0,839.0,137.0,102.0,201.0,838.0,20.0,8.0,7.0,2.0,11.0,13.0,28.0,1329.0,28.0,255.0,760.0,457.0,68.0,1319.0,75.0,104.0,72.1,76.0,0.0,1091.0,7776.0,4085.0,1167.0,1008.0,86.4,29.0,42.0,46,13,28.3,1.84,0.52,0.07,0.23,0.0,0.06,0.3,0.3
Serge Aurier,CIV,DF,Tottenham,Premier League,26.0,174,74,33,31,2700,1,5,0,0,4,1,0.03,0.17,0.2,0.03,0.2,0.6,0.6,2.8,0.02,0.09,0.11,0.02,0.11,30.0,98.0,55,66.0,26.0,6.0,32.0,61.0,52.5,29.0,521.0,153.0,29.4,264.0,185.0,72.0,58.0,7.0,0.0,51.0,29,127,105.0,1.0,48.0,1.6,43.0,2.0,2.0,0.0,0.0,6.0,0.2,4.0,0.0,1.0,0.0,0.0,1.0,1262.0,1654.0,76.3,20973.0,7402.0,17.0,79.0,21.5,1076.0,1256.0,85.7,169.0,319.0,53.0,5,2.8,2.2,30.0,63.0,40.0,16.0,164.0,1380.0,274.0,16.0,1.0,271.0,21.0,98,0.0,0.0,0.0,0.0,915.0,418.0,321.0,171.0,1092.0,94.0,258.0,3.0,3.0,27.0,31.0,70.0,2057.0,120.0,582.0,895.0,680.0,54.0,1789.0,46.0,73.0,63.0,46.0,7.0,1198.0,5619.0,3138.0,1297.0,1146.0,88.4,36.0,31.0,13,4,30.8,0.43,0.13,0.08,0.25,0.0,0.04,0.4,0.4
Serge Gnabry,GER,FW,Bayern Munich,Bundesliga,24.0,175,75,31,26,2193,12,10,0,0,0,0,0.49,0.41,0.9,0.49,0.9,12.7,12.7,9.8,0.52,0.4,0.92,0.52,0.92,24.4,38.0,25,5.0,23.0,10.0,13.0,37.0,35.1,24.0,434.0,137.0,31.6,59.0,176.0,199.0,28.0,2.0,0.0,26.0,17,55,4.0,0.0,96.0,3.94,72.0,1.0,15.0,6.0,2.0,17.0,0.7,12.0,0.0,4.0,1.0,0.0,0.0,883.0,1128.0,78.3,13874.0,3223.0,11.0,57.0,19.3,778.0,911.0,85.4,94.0,160.0,58.8,10,9.8,0.2,47.0,42.0,46.0,7.0,103.0,1091.0,37.0,3.0,5.0,197.0,17.0,73,1.0,0.0,0.0,0.0,837.0,196.0,95.0,260.0,794.0,32.0,33.0,5.0,4.0,17.0,37.0,52.0,1468.0,11.0,106.0,598.0,887.0,220.0,1433.0,64.0,107.0,59.8,69.0,2.0,1139.0,7754.0,4653.0,1524.0,1172.0,76.9,55.0,35.0,96,40,41.7,3.94,1.64,0.13,0.3,0.0,0.13,-0.7,-0.7
Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,24.0,191,76,37,35,3029,7,4,0,0,9,0,0.21,0.12,0.33,0.21,0.33,6.8,6.8,4.7,0.2,0.14,0.34,0.2,0.34,33.7,82.0,59,31.0,38.0,13.0,19.0,85.0,22.4,66.0,710.0,193.0,27.2,230.0,332.0,148.0,82.0,15.0,1.0,67.0,25,107,60.0,0.0,100.0,2.97,86.0,1.0,2.0,7.0,4.0,13.0,0.39,11.0,0.0,0.0,1.0,1.0,0.0,1360.0,1757.0,77.4,26539.0,7350.0,32.0,95.0,33.7,1006.0,1208.0,83.3,322.0,454.0,70.9,4,4.7,-0.7,45.0,131.0,51.0,9.0,188.0,1709.0,48.0,25.0,14.0,356.0,63.0,40,1.0,0.0,0.0,0.0,1092.0,338.0,327.0,256.0,1297.0,74.0,22.0,27.0,8.0,26.0,40.0,63.0,2269.0,86.0,469.0,1138.0,809.0,135.0,2224.0,42.0,64.0,65.6,46.0,1.0,1552.0,8260.0,3797.0,1946.0,1663.0,85.5,71.0,51.0,84,23,27.4,2.5,0.68,0.08,0.3,7.0,0.08,0.2,0.2
Sergi Darder,ESP,MF,Espanyol,La Liga,25.0,180,71,36,29,2658,2,1,0,0,4,0,0.07,0.03,0.1,0.07,0.1,2.6,2.6,2.2,0.09,0.07,0.16,0.09,0.16,29.5,48.0,25,12.0,26.0,10.0,12.0,48.0,25.0,36.0,630.0,153.0,24.3,131.0,344.0,155.0,33.0,0.0,0.0,33.0,20,68,28.0,1.0,62.0,2.1,46.0,8.0,4.0,4.0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,804.0,1075.0,74.8,16415.0,4380.0,14.0,38.0,36.8,580.0,709.0,81.8,210.0,328.0,64.0,1,2.2,-1.2,28.0,120.0,23.0,6.0,124.0,978.0,97.0,43.0,4.0,190.0,56.0,19,37.0,11.0,17.0,4.0,623.0,180.0,272.0,86.0,889.0,65.0,8.0,3.0,2.0,14.0,20.0,25.0,1369.0,28.0,188.0,844.0,422.0,41.0,1276.0,21.0,47.0,44.7,22.0,1.0,883.0,5360.0,2580.0,1119.0,920.0,82.2,34.0,32.0,52,9,17.3,1.76,0.3,0.04,0.22,0.0,0.05,-0.6,-0.6
Sergi Enrich,ESP,FW,Eibar,La Liga,29.0,181,77,30,21,1865,1,4,0,0,6,0,0.05,0.19,0.24,0.05,0.24,2.6,2.6,1.4,0.13,0.07,0.19,0.13,0.19,20.7,21.0,17,5.0,8.0,8.0,0.0,13.0,0.0,13.0,446.0,137.0,30.7,25.0,175.0,246.0,30.0,4.0,0.0,26.0,5,26,13.0,0.0,19.0,0.92,12.0,0.0,1.0,3.0,3.0,5.0,0.24,3.0,0.0,0.0,1.0,1.0,0.0,377.0,527.0,71.5,5236.0,727.0,19.0,46.0,41.3,320.0,422.0,75.8,38.0,59.0,64.4,4,1.4,2.6,8.0,16.0,6.0,0.0,16.0,498.0,29.0,0.0,0.0,179.0,7.0,5,0.0,0.0,0.0,0.0,231.0,160.0,136.0,36.0,314.0,77.0,1.0,25.0,0.0,7.0,7.0,19.0,746.0,14.0,49.0,342.0,374.0,84.0,717.0,9.0,12.0,75.0,10.0,3.0,357.0,1309.0,351.0,1062.0,527.0,49.6,61.0,27.0,30,6,20.0,1.45,0.29,0.03,0.17,0.0,0.09,-1.6,-1.6
Sergi Guardiola,ESP,FW,Valladolid,La Liga,28.0,184,78,35,31,2655,8,2,0,1,6,0,0.27,0.07,0.34,0.27,0.34,6.0,5.0,1.7,0.2,0.06,0.26,0.17,0.23,29.5,19.0,11,3.0,11.0,5.0,2.0,21.0,9.5,19.0,553.0,99.0,17.9,38.0,324.0,191.0,35.0,0.0,0.0,35.0,4,23,18.0,0.0,50.0,1.69,35.0,0.0,6.0,2.0,7.0,6.0,0.2,3.0,0.0,2.0,1.0,0.0,0.0,455.0,668.0,68.1,7013.0,1481.0,19.0,61.0,31.1,383.0,503.0,76.1,53.0,104.0,51.0,2,1.7,0.3,15.0,29.0,10.0,2.0,46.0,632.0,36.0,1.0,3.0,188.0,24.0,33,0.0,0.0,0.0,0.0,368.0,172.0,128.0,497.0,75.0,54.0,1.0,19.0,2.0,18.0,9.0,44.0,1032.0,21.0,85.0,555.0,466.0,95.0,993.0,36.0,63.0,57.1,38.0,4.0,708.0,4695.0,2521.0,1307.0,771.0,59.0,83.0,55.0,54,19,35.2,1.83,0.64,0.15,0.42,3.0,0.09,2.0,3.0
Sergi Roberto,ESP,DF,Barcelona,La Liga,27.0,178,68,30,27,2339,1,2,0,0,8,0,0.04,0.08,0.12,0.04,0.12,0.8,0.8,2.4,0.03,0.09,0.12,0.03,0.12,26.0,27.0,19,13.0,9.0,5.0,9.0,24.0,37.5,15.0,237.0,70.0,29.5,61.0,111.0,65.0,33.0,4.0,1.0,29.0,19,46,46.0,1.0,52.0,2.0,49.0,0.0,1.0,0.0,2.0,9.0,0.35,9.0,0.0,0.0,0.0,0.0,0.0,1964.0,2132.0,92.1,30596.0,7156.0,46.0,81.0,56.8,1698.0,1794.0,94.6,220.0,257.0,85.6,2,2.4,-0.4,27.0,128.0,40.0,4.0,131.0,2001.0,131.0,22.0,11.0,280.0,18.0,33,3.0,0.0,0.0,0.0,1711.0,267.0,154.0,284.0,1670.0,56.0,106.0,2.0,5.0,8.0,27.0,29.0,2359.0,69.0,467.0,1319.0,751.0,62.0,2232.0,14.0,25.0,56.0,16.0,1.0,1743.0,8868.0,5414.0,1997.0,1865.0,93.4,26.0,24.0,9,3,33.3,0.35,0.12,0.11,0.33,0.0,0.09,0.2,0.2
